CWFlow	Level	OutFlow	Steam	Entalpy	Volume
11,89186156	11,99997779	9,04E-05	12,56777902	2,73E-05	0,003308542
11,89186226	11,99997897	9,04E-05	12,56778354	3,57E-05	0,003308542
11,89186274	11,99998017	9,04E-05	12,56778795	4,34E-05	0,003308543
11,89186301	11,99998137	9,04E-05	12,56779223	5,05E-05	0,003308543
11,89186309	11,99998258	9,04E-05	12,56779638	5,69E-05	0,003308544
11,891863	11,99998378	9,04E-05	12,56780037	6,28E-05	0,003308544
11,89186274	11,99998498	9,04E-05	12,56780421	6,80E-05	0,003308545
11,89186234	11,99998615	9,04E-05	12,56780787	7,26E-05	0,003308545
11,8918618	11,99998731	9,04E-05	12,56781135	7,67E-05	0,003308545
11,89186114	11,99998844	9,04E-05	12,56781465	8,02E-05	0,003308546
11,89186037	11,99998954	9,04E-05	12,56781777	8,31E-05	0,003308546
11,89185951	11,99999061	9,04E-05	12,56782069	8,55E-05	0,003308547
11,89185857	11,99999164	9,04E-05	12,56782342	8,74E-05	0,003308547
11,89185755	11,99999263	9,04E-05	12,56782595	8,89E-05	0,003308547
11,89185647	11,99999359	9,04E-05	12,5678283	8,99E-05	0,003308548
11,89185535	11,9999945	9,04E-05	12,56783045	9,04E-05	0,003308548
11,89185418	11,99999537	9,04E-05	12,56783242	9,06E-05	0,003308548
11,89185298	11,9999962	9,04E-05	12,5678342	9,04E-05	0,003308549
11,89185175	11,99999698	9,04E-05	12,5678358	8,99E-05	0,003308549
11,89185052	11,99999771	9,04E-05	12,56783723	8,90E-05	0,003308549
11,89184927	11,9999984	9,04E-05	12,56783848	8,78E-05	0,00330855
11,89184803	11,99999904	9,04E-05	12,56783957	8,64E-05	0,00330855
11,89184679	11,99999964	9,04E-05	12,5678405	8,47E-05	0,00330855
11,89184556	12,00000019	9,04E-05	12,56784129	8,28E-05	0,00330855
11,89184436	12,00000069	9,04E-05	12,56784192	8,07E-05	0,00330855
11,89184317	12,00000116	9,04E-05	12,56784242	7,84E-05	0,003308551
11,89184201	12,00000158	9,04E-05	12,5678428	7,59E-05	0,003308551
11,89184088	12,00000196	9,04E-05	12,56784304	7,34E-05	0,003308551
11,89183979	12,0000023	9,04E-05	12,56784318	7,07E-05	0,003308551
11,89183874	12,0000026	9,04E-05	12,56784321	6,79E-05	0,003308551
11,89183772	12,00000286	9,04E-05	12,56784313	6,51E-05	0,003308551
11,89183674	12,00000309	9,04E-05	12,56784297	6,22E-05	0,003308551
11,89183581	12,00000328	9,04E-05	12,56784272	5,93E-05	0,003308551
11,89183493	12,00000345	9,04E-05	12,5678424	5,63E-05	0,003308551
11,89183409	12,00000358	9,04E-05	12,567842	5,33E-05	0,003308552
11,8918333	12,00000368	9,04E-05	12,56784154	5,04E-05	0,003308552
11,89183255	12,00000375	9,04E-05	12,56784103	4,75E-05	0,003308552
11,89183185	12,0000038	9,04E-05	12,56784047	4,46E-05	0,003308552
11,8918312	12,00000383	9,04E-05	12,56783986	4,17E-05	0,003308552
11,8918306	12,00000383	9,04E-05	12,56783922	3,89E-05	0,003308552
11,89183004	12,00000382	9,04E-05	12,56783854	3,61E-05	0,003308552
11,89182953	12,00000378	9,04E-05	12,56783784	3,35E-05	0,003308552
11,89182906	12,00000373	9,04E-05	12,56783712	3,08E-05	0,003308552
11,89182864	12,00000366	9,04E-05	12,56783638	2,83E-05	0,003308552
11,89182826	12,00000358	9,04E-05	12,56783564	2,59E-05	0,003308552
11,89182792	12,00000349	9,04E-05	12,56783488	2,35E-05	0,003308551
11,89182762	12,00000339	9,04E-05	12,56783413	2,13E-05	0,003308551
11,89182736	12,00000327	9,04E-05	12,56783337	1,91E-05	0,003308551
11,89182713	12,00000315	9,04E-05	12,56783262	1,71E-05	0,003308551
11,89182694	12,00000302	9,04E-05	12,56783188	1,51E-05	0,003308551
11,89182678	12,00000289	9,04E-05	12,56783115	1,33E-05	0,003308551
11,89182665	12,00000275	9,04E-05	12,56783044	1,15E-05	0,003308551
11,89182656	12,00000261	9,04E-05	12,56782974	9,86E-06	0,003308551
11,89182648	12,00000247	9,04E-05	12,56782905	8,31E-06	0,003308551
11,89182644	12,00000232	9,04E-05	12,56782839	6,87E-06	0,003308551
11,89182642	12,00000218	9,04E-05	12,56782775	5,52E-06	0,003308551
11,89182642	12,00000203	9,04E-05	12,56782713	4,28E-06	0,003308551
11,89182644	12,00000189	9,04E-05	12,56782654	3,12E-06	0,003308551
11,89182648	12,00000174	9,04E-05	12,56782597	2,06E-06	0,003308551
11,89182654	12,0000016	9,04E-05	12,56782543	1,10E-06	0,003308551
11,89182661	12,00000146	9,04E-05	12,56782491	2,16E-07	0,003308551
11,8918267	12,00000133	9,04E-05	12,56782442	-5,80E-07	0,003308551
11,8918268	12,0000012	9,04E-05	12,56782396	-1,29E-06	0,003308551
11,89182691	12,00000107	9,04E-05	12,56782353	-1,93E-06	0,003308551
11,89182703	12,00000095	9,04E-05	12,56782312	-2,49E-06	0,003308551
11,89182715	12,00000083	9,04E-05	12,56782274	-2,98E-06	0,00330855
11,89182729	12,00000072	9,04E-05	12,56782239	-3,40E-06	0,00330855
11,89182743	12,00000061	9,04E-05	12,56782206	-3,76E-06	0,00330855
11,89182757	12,00000051	9,04E-05	12,56782176	-4,06E-06	0,00330855
11,89182772	12,00000041	9,04E-05	12,56782148	-4,31E-06	0,00330855
11,89182786	12,00000032	9,04E-05	12,56782123	-4,50E-06	0,00330855
11,89182801	12,00000023	9,04E-05	12,567821	-4,64E-06	0,00330855
11,89182816	12,00000015	9,04E-05	12,5678208	-4,73E-06	0,00330855
11,89182831	12,00000008	9,04E-05	12,56782062	-4,79E-06	0,00330855
11,89182846	12,00000001	9,04E-05	12,56782046	-4,80E-06	0,00330855
11,89182861	11,99999995	9,04E-05	12,56782032	-4,78E-06	0,00330855
11,89182876	11,99999989	9,04E-05	12,56782019	-4,73E-06	0,00330855
11,8918289	11,99999983	9,04E-05	12,56782009	-4,65E-06	0,00330855
11,89182904	11,99999979	9,04E-05	12,56782	-4,54E-06	0,00330855
11,89182917	11,99999974	9,04E-05	12,56781993	-4,41E-06	0,00330855
11,8918293	11,9999997	9,04E-05	12,56781988	-4,26E-06	0,00330855
11,89182942	11,99999967	9,04E-05	12,56781984	-4,10E-06	0,00330855
11,89182954	11,99999964	9,04E-05	12,56781981	-3,92E-06	0,00330855
11,89182966	11,99999961	9,04E-05	12,5678198	-3,72E-06	0,00330855
11,89182977	11,99999959	9,04E-05	12,5678198	-3,52E-06	0,00330855
11,89182987	11,99999957	9,04E-05	12,5678198	-3,31E-06	0,00330855
11,89182997	11,99999956	9,04E-05	12,56781982	-3,09E-06	0,00330855
11,89183007	11,99999955	9,04E-05	12,56781985	-2,87E-06	0,00330855
11,89183015	11,99999954	9,04E-05	12,56781988	-2,64E-06	0,00330855
11,89183023	11,99999954	9,04E-05	12,56781992	-2,42E-06	0,00330855
11,89183031	11,99999954	9,04E-05	12,56781997	-2,19E-06	0,00330855
11,89183038	11,99999954	9,04E-05	12,56782002	-1,97E-06	0,00330855
11,89183044	11,99999954	9,04E-05	12,56782008	-1,75E-06	0,00330855
11,8918305	11,99999955	9,04E-05	12,56782014	-1,53E-06	0,00330855
11,89183056	11,99999955	9,04E-05	12,5678202	-1,32E-06	0,00330855
11,89183061	11,99999956	9,04E-05	12,56782027	-1,11E-06	0,00330855
11,89183065	11,99999957	9,04E-05	12,56782033	-9,16E-07	0,00330855
11,89183069	11,99999958	9,04E-05	12,5678204	-7,25E-07	0,00330855
11,89183072	11,9999996	9,04E-05	12,56782048	-5,42E-07	0,00330855
11,89183075	11,99999961	9,04E-05	12,56782055	-3,67E-07	0,00330855
11,89183078	11,99999963	9,04E-05	12,56782062	-2,01E-07	0,00330855
11,8918308	11,99999964	9,04E-05	12,56782069	-4,42E-08	0,00330855
11,89183081	11,99999966	9,04E-05	12,56782076	1,03E-07	0,00330855
11,89183083	11,99999968	9,04E-05	12,56782083	2,42E-07	0,00330855
11,89183084	11,99999969	9,04E-05	12,56782089	3,70E-07	0,00330855
11,89183085	11,99999971	9,04E-05	12,56782096	4,89E-07	0,00330855
11,89183085	11,99999973	9,04E-05	12,56782102	5,99E-07	0,00330855
11,89183085	11,99999975	9,04E-05	12,56782109	6,99E-07	0,00330855
11,89183085	11,99999976	9,04E-05	12,56782115	7,89E-07	0,00330855
11,89183084	11,99999978	9,04E-05	12,5678212	8,71E-07	0,00330855
11,89183084	11,9999998	9,04E-05	12,56782126	9,44E-07	0,00330855
11,89183083	11,99999981	9,04E-05	12,56782131	1,01E-06	0,00330855
11,89183082	11,99999983	9,04E-05	12,56782136	1,06E-06	0,00330855
11,89183081	11,99999985	9,04E-05	12,56782141	1,11E-06	0,00330855
11,8918308	11,99999986	9,04E-05	12,56782145	1,15E-06	0,00330855
11,89183078	11,99999988	9,04E-05	12,56782149	1,18E-06	0,00330855
11,89183077	11,99999989	9,04E-05	12,56782153	1,21E-06	0,00330855
11,89183075	11,99999991	9,04E-05	12,56782156	1,23E-06	0,00330855
11,89183074	11,99999992	9,04E-05	12,5678216	1,24E-06	0,00330855
11,89183072	11,99999993	9,04E-05	12,56782163	1,24E-06	0,00330855
11,8918307	11,99999994	9,04E-05	12,56782165	1,24E-06	0,00330855
11,89183068	11,99999996	9,04E-05	12,56782168	1,24E-06	0,00330855
11,89183067	11,99999997	9,04E-05	12,5678217	1,23E-06	0,00330855
11,89183065	11,99999998	9,04E-05	12,56782172	1,21E-06	0,00330855
11,89183063	11,99999999	9,04E-05	12,56782173	1,20E-06	0,00330855
11,89183061	11,99999999	9,04E-05	12,56782175	1,17E-06	0,00330855
11,89183059	12	9,04E-05	12,56782176	1,15E-06	0,00330855
11,89183058	12,00000001	9,04E-05	12,56782177	1,12E-06	0,00330855
11,89183056	12,00000002	9,04E-05	12,56782178	1,09E-06	0,00330855
11,89183054	12,00000002	9,04E-05	12,56782178	1,06E-06	0,00330855
11,89183053	12,00000003	9,04E-05	12,56782179	1,02E-06	0,00330855
11,89183051	12,00000003	9,04E-05	12,56782179	9,84E-07	0,00330855
11,89183049	12,00000004	9,04E-05	12,56782179	9,45E-07	0,00330855
11,89183048	12,00000004	9,04E-05	12,56782179	9,05E-07	0,00330855
11,89183046	12,00000005	9,04E-05	12,56782179	8,65E-07	0,00330855
11,89183045	12,00000005	9,04E-05	12,56782179	8,24E-07	0,00330855
11,89183044	12,00000005	9,04E-05	12,56782178	7,83E-07	0,00330855
11,89183043	12,00000005	9,04E-05	12,56782178	7,41E-07	0,00330855
11,89183041	12,00000005	9,04E-05	12,56782177	6,99E-07	0,00330855
11,8918304	12,00000005	9,04E-05	12,56782176	6,58E-07	0,00330855
11,89183039	12,00000006	9,04E-05	12,56782175	6,17E-07	0,00330855
11,89183038	12,00000006	9,04E-05	12,56782175	5,77E-07	0,00330855
11,89183038	12,00000006	9,04E-05	12,56782174	5,37E-07	0,00330855
11,89183037	12,00000006	9,04E-05	12,56782173	4,98E-07	0,00330855
11,89183036	12,00000006	9,04E-05	12,56782172	4,60E-07	0,00330855
11,89183035	12,00000005	9,04E-05	12,56782171	4,23E-07	0,00330855
11,89183035	12,00000005	9,04E-05	12,5678217	3,88E-07	0,00330855
11,89183034	12,00000005	9,04E-05	12,56782169	3,53E-07	0,00330855
11,89183034	12,00000005	9,04E-05	12,56782168	3,20E-07	0,00330855
11,89183033	12,00000005	9,04E-05	12,56782166	2,88E-07	0,00330855
11,89183033	12,00000005	9,04E-05	12,56782165	2,57E-07	0,00330855
11,89183032	12,00000005	9,04E-05	12,56782164	2,28E-07	0,00330855
11,89183032	12,00000004	9,04E-05	12,56782163	2,01E-07	0,00330855
11,89183032	12,00000004	9,04E-05	12,56782162	1,74E-07	0,00330855
11,89183032	12,00000004	9,04E-05	12,56782161	1,50E-07	0,00330855
11,89183032	12,00000004	9,04E-05	12,5678216	1,26E-07	0,00330855
11,89183032	12,00000004	9,04E-05	12,56782159	1,04E-07	0,00330855
11,89183031	12,00000003	9,04E-05	12,56782158	8,40E-08	0,00330855
11,89183031	12,00000003	9,04E-05	12,56782157	6,51E-08	0,00330855
11,89183031	12,00000003	9,04E-05	12,56782156	4,75E-08	0,00330855
11,89183031	12,00000003	9,04E-05	12,56782156	3,13E-08	0,00330855
11,89183032	12,00000003	9,04E-05	12,56782155	1,65E-08	0,00330855
11,89183032	12,00000002	9,04E-05	12,56782154	2,91E-09	0,00330855
11,89183032	12,00000002	9,04E-05	12,56782153	-9,38E-09	0,00330855
11,89183032	12,00000002	9,04E-05	12,56782153	-2,05E-08	0,00330855
11,89183032	12,00000002	9,04E-05	12,56782152	-3,04E-08	0,00330855
11,89183032	12,00000002	9,04E-05	12,56782151	-3,92E-08	0,00330855
11,89183032	12,00000001	9,04E-05	12,56782151	-4,69E-08	0,00330855
11,89183032	12,00000001	9,04E-05	12,5678215	-5,36E-08	0,00330855
11,89183033	12,00000001	9,04E-05	12,5678215	-5,93E-08	0,00330855
11,89183033	12,00000001	9,04E-05	12,56782149	-6,42E-08	0,00330855
11,89183033	12,00000001	9,04E-05	12,56782149	-6,81E-08	0,00330855
11,89183033	12,00000001	9,04E-05	12,56782148	-7,13E-08	0,00330855
11,89183034	12	9,04E-05	12,56782148	-7,37E-08	0,00330855
11,89183034	12	9,04E-05	12,56782148	-7,54E-08	0,00330855
11,89183034	12	9,04E-05	12,56782147	-7,65E-08	0,00330855
11,89183034	12	9,04E-05	12,56782147	-7,69E-08	0,00330855
11,89183034	12	9,04E-05	12,56782147	-7,69E-08	0,00330855
11,89183035	12	9,04E-05	12,56782147	-7,63E-08	0,00330855
11,89183035	12	9,04E-05	12,56782147	-7,52E-08	0,00330855
11,89183035	12	9,04E-05	12,56782146	-7,38E-08	0,00330855
11,89183035	12	9,04E-05	12,56782146	-7,20E-08	0,00330855
11,89183035	12	9,04E-05	12,56782146	-6,98E-08	0,00330855
11,89183036	12	9,04E-05	12,56782146	-6,74E-08	0,00330855
11,89183036	12	9,04E-05	12,56782146	-6,48E-08	0,00330855
11,89183036	11,99999999	9,04E-05	12,56782146	-6,19E-08	0,00330855
11,89183036	11,99999999	9,04E-05	12,56782146	-5,89E-08	0,00330855
11,89183036	11,99999999	9,04E-05	12,56782146	-5,57E-08	0,00330855
11,89183036	11,99999999	9,04E-05	12,56782146	-5,24E-08	0,00330855
11,89183037	11,99999999	9,04E-05	12,56782146	-4,91E-08	0,00330855
11,89183037	11,99999999	9,04E-05	12,56782146	-4,56E-08	0,00330855
11,89183037	11,99999999	9,04E-05	12,56782146	-4,22E-08	0,00330855
11,89183037	11,99999999	9,04E-05	12,56782146	-3,87E-08	0,00330855
11,89183037	11,99999999	9,04E-05	12,56782146	-3,53E-08	0,00330855
11,89183037	11,99999999	9,04E-05	12,56782146	-3,19E-08	0,00330855
11,89183037	11,99999999	9,04E-05	12,56782146	-2,85E-08	0,00330855
11,89183037	11,99999999	9,04E-05	12,56782147	-2,52E-08	0,00330855
11,89183037	11,99999999	9,04E-05	12,56782147	-2,20E-08	0,00330855
11,89183038	11,99999999	9,04E-05	12,56782147	-1,89E-08	0,00330855
11,89183038	11,99999999	9,04E-05	12,56782147	-1,59E-08	0,00330855
11,89183038	11,99999999	9,04E-05	12,56782147	-1,30E-08	0,00330855
11,89183038	11,99999999	9,04E-05	12,56782147	-1,02E-08	0,00330855
11,89183038	11,99999999	9,04E-05	12,56782147	-7,59E-09	0,00330855
11,89183038	11,99999999	9,04E-05	12,56782147	-5,07E-09	0,00330855
11,89183038	11,99999999	9,04E-05	12,56782147	-2,69E-09	0,00330855
11,89183038	12	9,04E-05	12,56782147	-4,47E-10	0,00330855
11,89183038	12	9,04E-05	12,56782148	1,65E-09	0,00330855
11,89183038	12	9,04E-05	12,56782148	3,61E-09	0,00330855
11,89183038	12	9,04E-05	12,56782148	5,42E-09	0,00330855
11,89183038	12	9,04E-05	12,56782148	7,09E-09	0,00330855
11,89183038	12	9,04E-05	12,56782148	8,62E-09	0,00330855
11,89183038	12	9,04E-05	12,56782148	1,00E-08	0,00330855
11,89183038	12	9,04E-05	12,56782148	1,13E-08	0,00330855
11,89183038	12	9,04E-05	12,56782148	1,24E-08	0,00330855
11,89183038	12	9,04E-05	12,56782148	1,34E-08	0,00330855
11,89183038	12	9,04E-05	12,56782148	1,42E-08	0,00330855
11,89183038	12	9,04E-05	12,56782148	1,50E-08	0,00330855
11,89183038	12	9,04E-05	12,56782149	1,56E-08	0,00330855
11,89183038	12	9,04E-05	12,56782149	1,61E-08	0,00330855
11,89183038	12	9,04E-05	12,56782149	1,65E-08	0,00330855
11,89183038	12	9,04E-05	12,56782149	1,69E-08	0,00330855
11,89183038	12	9,04E-05	12,56782149	1,71E-08	0,00330855
11,89183038	12	9,04E-05	12,56782149	1,72E-08	0,00330855
11,89183038	12	9,04E-05	12,56782149	1,72E-08	0,00330855
11,89183038	12	9,04E-05	12,56782149	1,72E-08	0,00330855
11,89183038	12	9,04E-05	12,56782149	1,71E-08	0,00330855
11,89183038	12	9,04E-05	12,56782149	1,69E-08	0,00330855
11,89183038	12	9,04E-05	12,56782149	1,67E-08	0,00330855
11,89183038	12	9,04E-05	12,56782149	1,64E-08	0,00330855
11,89183038	12	9,04E-05	12,56782149	1,61E-08	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,57E-08	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,52E-08	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,48E-08	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,43E-08	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,38E-08	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,32E-08	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,27E-08	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,21E-08	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,15E-08	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,10E-08	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,04E-08	0,00330855
11,89183037	12	9,04E-05	12,56782149	9,78E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	9,19E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	8,61E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	8,04E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	7,47E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	6,92E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	6,38E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	5,86E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	5,35E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	4,86E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	4,38E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	3,93E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	3,49E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	3,08E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	2,69E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	2,31E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,96E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,63E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,32E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,03E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	7,63E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	5,15E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	2,86E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	7,62E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,15E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	-2,87E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	-4,43E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	-5,81E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	-7,04E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	-8,11E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	-9,03E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	-9,82E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,05E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,10E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,14E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,17E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,19E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,21E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,21E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,20E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,19E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,17E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,15E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,12E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,08E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,05E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,00E-09	0,00330855
11,89183037	12	9,04E-05	12,56782149	-9,60E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	-9,14E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	-8,65E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	-8,15E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	-7,63E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	-7,11E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	-6,59E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	-6,07E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	-5,55E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	-5,03E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	-4,53E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	-4,03E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	-3,55E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	-3,08E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	-2,63E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	-2,19E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,77E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,37E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	-9,93E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	-6,35E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	-2,97E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,92E-12	0,00330855
11,89183037	12	9,04E-05	12,56782149	3,14E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	5,88E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	8,40E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,07E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,28E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,47E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,64E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,80E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,93E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	2,04E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	2,14E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	2,22E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	2,29E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	2,34E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	2,37E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	2,40E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	2,41E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	2,41E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	2,40E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	2,37E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	2,34E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	2,31E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	2,26E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	2,21E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	2,15E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	2,08E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	2,01E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,94E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,87E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,79E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,71E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,63E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,54E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,46E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,38E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,29E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,21E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,13E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,05E-10	0,00330855
11,89183037	12	9,04E-05	12,56782149	9,68E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	8,91E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	8,16E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	7,43E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	6,73E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	6,05E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	5,40E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	4,78E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	4,19E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	3,63E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	3,10E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	2,60E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	2,12E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,68E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	1,27E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	8,87E-12	0,00330855
11,89183037	12	9,04E-05	12,56782149	5,35E-12	0,00330855
11,89183037	12	9,04E-05	12,56782149	2,09E-12	0,00330855
11,89183037	12	9,04E-05	12,56782149	-8,76E-13	0,00330855
11,89183037	12	9,04E-05	12,56782149	-3,57E-12	0,00330855
11,89183037	12	9,04E-05	12,56782149	-6,02E-12	0,00330855
11,89183037	12	9,04E-05	12,56782149	-8,20E-12	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,01E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,19E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,34E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,46E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,57E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,66E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,73E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,79E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,83E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,85E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,86E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,86E-11	0,00330855
11,89183037	12	9,04E-05	12,56782149	-1,85E-11	0,00330855
