CWFlow	Level	OutFlow	Steam	TempOF	Volume
11,891863	11,99998378	9,04E-05	12,56780037	10,49998475	0,003308544
11,89186274	11,99998498	9,04E-05	12,56780421	10,499984	0,003308545
11,89186234	11,99998615	9,04E-05	12,56780787	10,49998332	0,003308545
11,8918618	11,99998731	9,04E-05	12,56781135	10,49998273	0,003308545
11,89186114	11,99998844	9,04E-05	12,56781465	10,49998221	0,003308546
11,89186037	11,99998954	9,04E-05	12,56781777	10,49998177	0,003308546
11,89185951	11,99999061	9,04E-05	12,56782069	10,49998141	0,003308547
11,89185857	11,99999164	9,04E-05	12,56782342	10,49998113	0,003308547
11,89185755	11,99999263	9,04E-05	12,56782595	10,49998092	0,003308547
11,89185647	11,99999359	9,04E-05	12,5678283	10,49998077	0,003308548
11,89185535	11,9999945	9,04E-05	12,56783045	10,4999807	0,003308548
11,89185418	11,99999537	9,04E-05	12,56783242	10,49998069	0,003308548
11,89185298	11,9999962	9,04E-05	12,5678342	10,49998074	0,003308549
11,89185175	11,99999698	9,04E-05	12,5678358	10,49998084	0,003308549
11,89185052	11,99999771	9,04E-05	12,56783723	10,499981	0,003308549
11,89184927	11,9999984	9,04E-05	12,56783848	10,49998121	0,00330855
11,89184803	11,99999904	9,04E-05	12,56783957	10,49998147	0,00330855
11,89184679	11,99999964	9,04E-05	12,5678405	10,49998177	0,00330855
11,89184556	12,00000019	9,04E-05	12,56784129	10,49998212	0,00330855
11,89184436	12,00000069	9,04E-05	12,56784192	10,49998249	0,00330855
11,89184317	12,00000116	9,04E-05	12,56784242	10,4999829	0,003308551
11,89184201	12,00000158	9,04E-05	12,5678428	10,49998334	0,003308551
11,89184088	12,00000196	9,04E-05	12,56784304	10,49998381	0,003308551
11,89183979	12,0000023	9,04E-05	12,56784318	10,49998429	0,003308551
11,89183874	12,0000026	9,04E-05	12,56784321	10,4999848	0,003308551
11,89183772	12,00000286	9,04E-05	12,56784313	10,49998532	0,003308551
11,89183674	12,00000309	9,04E-05	12,56784297	10,49998586	0,003308551
11,89183581	12,00000328	9,04E-05	12,56784272	10,4999864	0,003308551
11,89183493	12,00000345	9,04E-05	12,5678424	10,49998696	0,003308551
11,89183409	12,00000358	9,04E-05	12,567842	10,49998751	0,003308552
11,8918333	12,00000368	9,04E-05	12,56784154	10,49998807	0,003308552
11,89183255	12,00000375	9,04E-05	12,56784103	10,49998863	0,003308552
11,89183185	12,0000038	9,04E-05	12,56784047	10,49998919	0,003308552
11,8918312	12,00000383	9,04E-05	12,56783986	10,49998974	0,003308552
11,8918306	12,00000383	9,04E-05	12,56783922	10,49999029	0,003308552
11,89183004	12,00000382	9,04E-05	12,56783854	10,49999083	0,003308552
11,89182953	12,00000378	9,04E-05	12,56783784	10,49999136	0,003308552
11,89182906	12,00000373	9,04E-05	12,56783712	10,49999188	0,003308552
11,89182864	12,00000366	9,04E-05	12,56783638	10,49999239	0,003308552
11,89182826	12,00000358	9,04E-05	12,56783564	10,49999288	0,003308552
11,89182792	12,00000349	9,04E-05	12,56783488	10,49999336	0,003308551
11,89182762	12,00000339	9,04E-05	12,56783413	10,49999383	0,003308551
11,89182736	12,00000327	9,04E-05	12,56783337	10,49999428	0,003308551
11,89182713	12,00000315	9,04E-05	12,56783262	10,49999471	0,003308551
11,89182694	12,00000302	9,04E-05	12,56783188	10,49999513	0,003308551
11,89182678	12,00000289	9,04E-05	12,56783115	10,49999553	0,003308551
11,89182665	12,00000275	9,04E-05	12,56783044	10,49999591	0,003308551
11,89182656	12,00000261	9,04E-05	12,56782974	10,49999627	0,003308551
11,89182648	12,00000247	9,04E-05	12,56782905	10,49999662	0,003308551
11,89182644	12,00000232	9,04E-05	12,56782839	10,49999694	0,003308551
11,89182642	12,00000218	9,04E-05	12,56782775	10,49999725	0,003308551
11,89182642	12,00000203	9,04E-05	12,56782713	10,49999755	0,003308551
11,89182644	12,00000189	9,04E-05	12,56782654	10,49999782	0,003308551
11,89182648	12,00000174	9,04E-05	12,56782597	10,49999808	0,003308551
11,89182654	12,0000016	9,04E-05	12,56782543	10,49999832	0,003308551
11,89182661	12,00000146	9,04E-05	12,56782491	10,49999854	0,003308551
11,8918267	12,00000133	9,04E-05	12,56782442	10,49999875	0,003308551
11,8918268	12,0000012	9,04E-05	12,56782396	10,49999894	0,003308551
11,89182691	12,00000107	9,04E-05	12,56782353	10,49999912	0,003308551
11,89182703	12,00000095	9,04E-05	12,56782312	10,49999928	0,003308551
11,89182715	12,00000083	9,04E-05	12,56782274	10,49999943	0,00330855
11,89182729	12,00000072	9,04E-05	12,56782239	10,49999957	0,00330855
11,89182743	12,00000061	9,04E-05	12,56782206	10,49999969	0,00330855
11,89182757	12,00000051	9,04E-05	12,56782176	10,4999998	0,00330855
11,89182772	12,00000041	9,04E-05	12,56782148	10,49999989	0,00330855
11,89182786	12,00000032	9,04E-05	12,56782123	10,49999998	0,00330855
11,89182801	12,00000023	9,04E-05	12,567821	10,50000005	0,00330855
11,89182816	12,00000015	9,04E-05	12,5678208	10,50000012	0,00330855
11,89182831	12,00000008	9,04E-05	12,56782062	10,50000018	0,00330855
11,89182846	12,00000001	9,04E-05	12,56782046	10,50000022	0,00330855
11,89182861	11,99999995	9,04E-05	12,56782032	10,50000026	0,00330855
11,89182876	11,99999989	9,04E-05	12,56782019	10,50000029	0,00330855
11,8918289	11,99999983	9,04E-05	12,56782009	10,50000032	0,00330855
11,89182904	11,99999979	9,04E-05	12,56782	10,50000034	0,00330855
11,89182917	11,99999974	9,04E-05	12,56781993	10,50000035	0,00330855
11,8918293	11,9999997	9,04E-05	12,56781988	10,50000035	0,00330855
11,89182942	11,99999967	9,04E-05	12,56781984	10,50000035	0,00330855
11,89182954	11,99999964	9,04E-05	12,56781981	10,50000035	0,00330855
11,89182966	11,99999961	9,04E-05	12,5678198	10,50000035	0,00330855
11,89182977	11,99999959	9,04E-05	12,5678198	10,50000033	0,00330855
11,89182987	11,99999957	9,04E-05	12,5678198	10,50000032	0,00330855
11,89182997	11,99999956	9,04E-05	12,56781982	10,50000031	0,00330855
11,89183007	11,99999955	9,04E-05	12,56781985	10,50000029	0,00330855
11,89183015	11,99999954	9,04E-05	12,56781988	10,50000027	0,00330855
11,89183023	11,99999954	9,04E-05	12,56781992	10,50000024	0,00330855
11,89183031	11,99999954	9,04E-05	12,56781997	10,50000022	0,00330855
11,89183038	11,99999954	9,04E-05	12,56782002	10,5000002	0,00330855
11,89183044	11,99999954	9,04E-05	12,56782008	10,50000017	0,00330855
11,8918305	11,99999955	9,04E-05	12,56782014	10,50000015	0,00330855
11,89183056	11,99999955	9,04E-05	12,5678202	10,50000012	0,00330855
11,89183061	11,99999956	9,04E-05	12,56782027	10,50000009	0,00330855
11,89183065	11,99999957	9,04E-05	12,56782033	10,50000007	0,00330855
11,89183069	11,99999958	9,04E-05	12,5678204	10,50000004	0,00330855
11,89183072	11,9999996	9,04E-05	12,56782048	10,50000002	0,00330855
11,89183075	11,99999961	9,04E-05	12,56782055	10,5	0,00330855
11,89183078	11,99999963	9,04E-05	12,56782062	10,49999997	0,00330855
11,8918308	11,99999964	9,04E-05	12,56782069	10,49999995	0,00330855
11,89183081	11,99999966	9,04E-05	12,56782076	10,49999993	0,00330855
11,89183083	11,99999968	9,04E-05	12,56782083	10,49999991	0,00330855
11,89183084	11,99999969	9,04E-05	12,56782089	10,49999989	0,00330855
11,89183085	11,99999971	9,04E-05	12,56782096	10,49999987	0,00330855
11,89183085	11,99999973	9,04E-05	12,56782102	10,49999985	0,00330855
11,89183085	11,99999975	9,04E-05	12,56782109	10,49999984	0,00330855
11,89183085	11,99999976	9,04E-05	12,56782115	10,49999982	0,00330855
11,89183084	11,99999978	9,04E-05	12,5678212	10,49999981	0,00330855
11,89183084	11,9999998	9,04E-05	12,56782126	10,4999998	0,00330855
11,89183083	11,99999981	9,04E-05	12,56782131	10,49999979	0,00330855
11,89183082	11,99999983	9,04E-05	12,56782136	10,49999978	0,00330855
11,89183081	11,99999985	9,04E-05	12,56782141	10,49999977	0,00330855
11,8918308	11,99999986	9,04E-05	12,56782145	10,49999977	0,00330855
11,89183078	11,99999988	9,04E-05	12,56782149	10,49999976	0,00330855
11,89183077	11,99999989	9,04E-05	12,56782153	10,49999976	0,00330855
11,89183075	11,99999991	9,04E-05	12,56782156	10,49999975	0,00330855
11,89183074	11,99999992	9,04E-05	12,5678216	10,49999975	0,00330855
11,89183072	11,99999993	9,04E-05	12,56782163	10,49999975	0,00330855
11,8918307	11,99999994	9,04E-05	12,56782165	10,49999975	0,00330855
11,89183068	11,99999996	9,04E-05	12,56782168	10,49999975	0,00330855
11,89183067	11,99999997	9,04E-05	12,5678217	10,49999975	0,00330855
11,89183065	11,99999998	9,04E-05	12,56782172	10,49999975	0,00330855
11,89183063	11,99999999	9,04E-05	12,56782173	10,49999975	0,00330855
11,89183061	11,99999999	9,04E-05	12,56782175	10,49999976	0,00330855
11,89183059	12	9,04E-05	12,56782176	10,49999976	0,00330855
11,89183058	12,00000001	9,04E-05	12,56782177	10,49999977	0,00330855
11,89183056	12,00000002	9,04E-05	12,56782178	10,49999977	0,00330855
11,89183054	12,00000002	9,04E-05	12,56782178	10,49999978	0,00330855
11,89183053	12,00000003	9,04E-05	12,56782179	10,49999978	0,00330855
11,89183051	12,00000003	9,04E-05	12,56782179	10,49999979	0,00330855
11,89183049	12,00000004	9,04E-05	12,56782179	10,4999998	0,00330855
11,89183048	12,00000004	9,04E-05	12,56782179	10,4999998	0,00330855
11,89183046	12,00000005	9,04E-05	12,56782179	10,49999981	0,00330855
11,89183045	12,00000005	9,04E-05	12,56782179	10,49999982	0,00330855
11,89183044	12,00000005	9,04E-05	12,56782178	10,49999982	0,00330855
11,89183043	12,00000005	9,04E-05	12,56782178	10,49999983	0,00330855
11,89183041	12,00000005	9,04E-05	12,56782177	10,49999984	0,00330855
11,8918304	12,00000005	9,04E-05	12,56782176	10,49999985	0,00330855
11,89183039	12,00000006	9,04E-05	12,56782175	10,49999985	0,00330855
11,89183038	12,00000006	9,04E-05	12,56782175	10,49999986	0,00330855
11,89183038	12,00000006	9,04E-05	12,56782174	10,49999987	0,00330855
11,89183037	12,00000006	9,04E-05	12,56782173	10,49999988	0,00330855
11,89183036	12,00000006	9,04E-05	12,56782172	10,49999988	0,00330855
11,89183035	12,00000005	9,04E-05	12,56782171	10,49999989	0,00330855
11,89183035	12,00000005	9,04E-05	12,5678217	10,4999999	0,00330855
11,89183034	12,00000005	9,04E-05	12,56782169	10,49999991	0,00330855
11,89183034	12,00000005	9,04E-05	12,56782168	10,49999991	0,00330855
11,89183033	12,00000005	9,04E-05	12,56782166	10,49999992	0,00330855
11,89183033	12,00000005	9,04E-05	12,56782165	10,49999992	0,00330855
11,89183032	12,00000005	9,04E-05	12,56782164	10,49999993	0,00330855
11,89183032	12,00000004	9,04E-05	12,56782163	10,49999994	0,00330855
11,89183032	12,00000004	9,04E-05	12,56782162	10,49999994	0,00330855
11,89183032	12,00000004	9,04E-05	12,56782161	10,49999995	0,00330855
11,89183032	12,00000004	9,04E-05	12,5678216	10,49999995	0,00330855
11,89183032	12,00000004	9,04E-05	12,56782159	10,49999996	0,00330855
11,89183031	12,00000003	9,04E-05	12,56782158	10,49999996	0,00330855
11,89183031	12,00000003	9,04E-05	12,56782157	10,49999997	0,00330855
11,89183031	12,00000003	9,04E-05	12,56782156	10,49999997	0,00330855
11,89183031	12,00000003	9,04E-05	12,56782156	10,49999997	0,00330855
11,89183032	12,00000003	9,04E-05	12,56782155	10,49999998	0,00330855
11,89183032	12,00000002	9,04E-05	12,56782154	10,49999998	0,00330855
11,89183032	12,00000002	9,04E-05	12,56782153	10,49999998	0,00330855
11,89183032	12,00000002	9,04E-05	12,56782153	10,49999999	0,00330855
11,89183032	12,00000002	9,04E-05	12,56782152	10,49999999	0,00330855
11,89183032	12,00000002	9,04E-05	12,56782151	10,49999999	0,00330855
11,89183032	12,00000001	9,04E-05	12,56782151	10,49999999	0,00330855
11,89183032	12,00000001	9,04E-05	12,5678215	10,5	0,00330855
11,89183033	12,00000001	9,04E-05	12,5678215	10,5	0,00330855
11,89183033	12,00000001	9,04E-05	12,56782149	10,5	0,00330855
11,89183033	12,00000001	9,04E-05	12,56782149	10,5	0,00330855
11,89183033	12,00000001	9,04E-05	12,56782148	10,5	0,00330855
11,89183034	12	9,04E-05	12,56782148	10,5	0,00330855
11,89183034	12	9,04E-05	12,56782148	10,5	0,00330855
11,89183034	12	9,04E-05	12,56782147	10,5	0,00330855
11,89183034	12	9,04E-05	12,56782147	10,50000001	0,00330855
11,89183034	12	9,04E-05	12,56782147	10,50000001	0,00330855
11,89183035	12	9,04E-05	12,56782147	10,50000001	0,00330855
11,89183035	12	9,04E-05	12,56782147	10,50000001	0,00330855
11,89183035	12	9,04E-05	12,56782146	10,50000001	0,00330855
11,89183035	12	9,04E-05	12,56782146	10,50000001	0,00330855
11,89183035	12	9,04E-05	12,56782146	10,50000001	0,00330855
11,89183036	12	9,04E-05	12,56782146	10,50000001	0,00330855
11,89183036	12	9,04E-05	12,56782146	10,50000001	0,00330855
11,89183036	11,99999999	9,04E-05	12,56782146	10,50000001	0,00330855
11,89183036	11,99999999	9,04E-05	12,56782146	10,50000001	0,00330855
11,89183036	11,99999999	9,04E-05	12,56782146	10,50000001	0,00330855
11,89183036	11,99999999	9,04E-05	12,56782146	10,50000001	0,00330855
11,89183037	11,99999999	9,04E-05	12,56782146	10,50000001	0,00330855
11,89183037	11,99999999	9,04E-05	12,56782146	10,50000001	0,00330855
11,89183037	11,99999999	9,04E-05	12,56782146	10,50000001	0,00330855
11,89183037	11,99999999	9,04E-05	12,56782146	10,5	0,00330855
11,89183037	11,99999999	9,04E-05	12,56782146	10,5	0,00330855
11,89183037	11,99999999	9,04E-05	12,56782146	10,5	0,00330855
11,89183037	11,99999999	9,04E-05	12,56782146	10,5	0,00330855
11,89183037	11,99999999	9,04E-05	12,56782147	10,5	0,00330855
11,89183037	11,99999999	9,04E-05	12,56782147	10,5	0,00330855
11,89183038	11,99999999	9,04E-05	12,56782147	10,5	0,00330855
11,89183038	11,99999999	9,04E-05	12,56782147	10,5	0,00330855
11,89183038	11,99999999	9,04E-05	12,56782147	10,5	0,00330855
11,89183038	11,99999999	9,04E-05	12,56782147	10,5	0,00330855
11,89183038	11,99999999	9,04E-05	12,56782147	10,5	0,00330855
11,89183038	11,99999999	9,04E-05	12,56782147	10,5	0,00330855
11,89183038	11,99999999	9,04E-05	12,56782147	10,5	0,00330855
11,89183038	12	9,04E-05	12,56782147	10,5	0,00330855
11,89183038	12	9,04E-05	12,56782148	10,5	0,00330855
11,89183038	12	9,04E-05	12,56782148	10,5	0,00330855
11,89183038	12	9,04E-05	12,56782148	10,5	0,00330855
11,89183038	12	9,04E-05	12,56782148	10,5	0,00330855
11,89183038	12	9,04E-05	12,56782148	10,5	0,00330855
11,89183038	12	9,04E-05	12,56782148	10,5	0,00330855
11,89183038	12	9,04E-05	12,56782148	10,5	0,00330855
11,89183038	12	9,04E-05	12,56782148	10,5	0,00330855
11,89183038	12	9,04E-05	12,56782148	10,5	0,00330855
11,89183038	12	9,04E-05	12,56782148	10,5	0,00330855
11,89183038	12	9,04E-05	12,56782148	10,5	0,00330855
11,89183038	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183038	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183038	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183038	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183038	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183038	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183038	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183038	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183038	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183038	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183038	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183038	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183038	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
11,89183037	12	9,04E-05	12,56782149	10,5	0,00330855
